station,province,lat,lon,elevator_rows,n_owners,n_years,first_year,last_year,top_owner,top_rail,max_capacity_bushels,coord_source
Herschel,SASKATCHEWAN,51.63338,-108.3507,93,24,21,1911,1943,Canadian Elevator Co Ltd,Canadian Pacific,50000,cgn_direct
Strongfield,SASKATCHEWAN,51.33185,-106.59938,93,19,23,1911,1943,International Elevator Co Ltd,Canadian Pacific,45000,cgn_direct
Cardston,ALBERTA,49.2,-113.30389,93,19,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,73000,cgn_direct
Swan Lake,MANITOBA,49.41167,-98.79139,93,13,23,1911,1943,United Grain Growers Ltd,Canadian National Rys,50000,cgn_direct
Birch Hills,SASKATCHEWAN,52.98404,-105.43252,93,19,23,1911,1943,British America Elevator Co Ltd,Canadian National Rys,70000,cgn_direct
Innisfail,ALBERTA,52.02814,-113.95064,93,17,22,1912,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,107000,cgn_direct
Adanac,SASKATCHEWAN,52.45285,-109.05628,92,21,23,1911,1943,United Grain Growers Ltd,Canadian Pacific,45000,cgn_direct
Norquay,SASKATCHEWAN,51.88415,-102.08943,92,14,23,1911,1943,Pioneer Grain Co Ltd,Canadian National Rys,55000,cgn_direct
Pelly,MANITOBA,51.85531,-101.93165,92,19,23,1911,1943,Pioneer Grain Co Ltd,Canadian National Rys,60000,cgn_direct
Craik,SASKATCHEWAN,51.0488,-105.82007,92,25,21,1912,1943,British America Elevator Co Ltd,Canadian National Rys,65000,cgn_direct
Meyronne,SASKATCHEWAN,49.66902,-106.83958,92,23,20,1913,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Lomond,ALBERTA,50.34944,-112.64056,92,18,19,1915,1943,United Grain Growers Ltd,Canadian Pacific,75000,cgn_direct
Milk River,ALBERTA,49.15,-112.08667,91,18,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,73000,cgn_direct
Bradwell,SASKATCHEWAN,51.94669,-106.23075,91,18,23,1911,1943,Pioneer Grain Co Ltd,Canadian National Rys,35000,cgn_direct
Gray,SASKATCHEWAN,50.17059,-104.44438,91,21,22,1912,1943,Reliance Grain Co Ltd,Canadian National Rys,45000,cgn_direct
Admiral,SASKATCHEWAN,49.71669,-108.01735,91,17,20,1914,1943,Pioneer Grain Co Ltd,Canadian Pacific,50000,cgn_direct
Gilroy,SASKATCHEWAN,50.89826,-106.73686,91,23,20,1914,1943,State Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Alameda,SASKATCHEWAN,49.26815,-102.28706,90,37,23,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,80000,cgn_direct
Waldeck,SASKATCHEWAN,50.36129,-107.59277,90,15,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,60000,cgn_direct
Clanwilliam,MANITOBA,50.36194,-99.81472,90,20,21,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian National Rys,65000,cgn_direct
Bruno,SASKATCHEWAN,52.26546,-105.52481,90,13,23,1911,1943,North Star Grain Co Ltd,Canadian National Rys,64000,cgn_direct
Odessa,SASKATCHEWAN,50.28403,-103.78479,90,20,23,1911,1943,British America Elevator Co Ltd,Canadian National Rys,32000,cgn_direct
Lamont,ALBERTA,53.75917,-112.78444,90,22,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,73000,cgn_direct
Mortlach,SASKATCHEWAN,50.45562,-106.06812,90,29,22,1912,1943,N M Paterson & Co Ltd,Canadian Pacific,60000,cgn_direct
Wymark,SASKATCHEWAN,50.1098,-107.73399,90,24,21,1912,1943,Pioneer Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Hatton,SASKATCHEWAN,50.05005,-109.83411,90,20,19,1914,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,70000,cgn_direct
Riverhurst,SASKATCHEWAN,50.90337,-106.86717,90,16,18,1916,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,45000,cgn_direct
Hartney,MANITOBA,49.48083,-100.5225,89,15,23,1911,1943,United Grain Growers Ltd,Canadian Pacific,70000,cgn_direct
Esterhazy,SASKATCHEWAN,50.65315,-102.07105,89,16,22,1911,1943,F W Size,Canadian Pacific,40000,cgn_direct
Langenburg,MANITOBA,50.8441,-101.70107,89,15,23,1911,1943,United Grain Growers Ltd,Canadian Pacific,50000,cgn_direct
Acme,ALBERTA,51.49722,-113.50861,89,20,21,1911,1943,United Grain Growers Ltd,Canadian Pacific,73000,cgn_direct
Crossfield,ALBERTA,51.43056,-114.03083,89,20,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,69000,cgn_direct
Warner,ALBERTA,49.28278,-112.20778,89,24,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,73000,cgn_direct
Gilbert Plains,MANITOBA,51.14972,-100.48778,89,13,22,1911,1943,United Grain Growers Ltd,Canadian National Rys,50000,cgn_direct
Grandview,MANITOBA,51.17417,-100.69778,89,11,18,1911,1943,United Grain Growers Ltd,Canadian National Rys,65000,cgn_direct
Langham,SASKATCHEWAN,52.35846,-106.95784,89,21,23,1911,1943,National Elevator Co Ltd,Canadian National Rys,65000,cgn_direct
Cadillac,SASKATCHEWAN,49.72754,-107.74372,89,18,20,1914,1943,Pioneer Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Elrose,SASKATCHEWAN,51.20148,-108.03321,89,29,21,1913,1943,Saskatchewan Pool Elevators Ltd,Canadian Northern Ry Co,45000,cgn_direct
Eston,SASKATCHEWAN,51.14917,-108.75746,89,22,19,1915,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,59000,cgn_direct
Nobleford,ALBERTA,49.88139,-113.05583,89,17,18,1915,1943,Independent Grain Co Ltd,Canadian Pacific,83000,cgn_direct
Forestburg,ALBERTA,52.58389,-112.06444,89,11,17,1917,1943,United Grain Growers Ltd,Canadian National Rys,75000,cgn_direct
Cypress River,MANITOBA,49.55583,-99.08667,88,17,22,1911,1943,N M Paterson & Co Ltd,Canadian Pacific,50000,cgn_direct
Ninga,MANITOBA,49.2275,-99.88944,88,11,22,1911,1943,United Grain Growers Ltd,Canadian Pacific,40000,cgn_direct
Dysart,SASKATCHEWAN,50.94281,-104.03689,88,15,21,1911,1943,North Star Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Liberty,SASKATCHEWAN,51.1411,-105.44686,88,13,23,1911,1943,North Star Grain Co Ltd,Canadian Pacific,38000,cgn_direct
Irvine,ALBERTA,49.95528,-110.27667,88,14,22,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,41000,cgn_direct
Briercrest,SASKATCHEWAN,50.16729,-105.26492,88,19,22,1911,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,55000,cgn_direct
Kenaston,SASKATCHEWAN,51.50251,-106.27093,88,17,22,1911,1943,State Elevator Co Ltd,Canadian National Rys,40000,cgn_direct
Laird,SASKATCHEWAN,52.71473,-106.58972,88,13,23,1911,1943,United Grain Growers Ltd,Canadian National Rys,65000,cgn_direct
Richlea,SASKATCHEWAN,51.18338,-108.58405,88,22,18,1915,1943,Federal Grain Co Ltd,Canadian National Rys,63000,cgn_direct
Treherne,MANITOBA,49.62944,-98.69778,87,17,21,1911,1943,United Grain Growers Ltd,Canadian Pacific,70000,cgn_direct
Creelman,SASKATCHEWAN,49.82093,-103.3104,87,20,21,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,45300,cgn_direct
Guernsey,SASKATCHEWAN,51.87145,-105.18762,87,20,23,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,45000,cgn_direct
Macoun,SASKATCHEWAN,49.31343,-103.26207,87,14,23,1911,1943,International Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Manor,SASKATCHEWAN,49.60258,-102.08557,87,12,23,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,55000,cgn_direct
Springside,SASKATCHEWAN,51.34477,-102.74231,87,18,22,1911,1943,N Bawlf Grain Co Ltd,Canadian Pacific,50000,cgn_direct
Benito,MANITOBA,51.91389,-101.54833,87,26,22,1911,1943,British America Elevator Co Ltd,Canadian National Rys,50000,cgn_direct
Bethune,SASKATCHEWAN,50.71081,-105.20527,87,19,23,1911,1943,Pioneer Grain Co Ltd,Canadian National Rys,70000,cgn_direct
Dundurn,SASKATCHEWAN,51.8092,-106.50537,87,24,23,1911,1943,British America Elevator Co Ltd,Canadian National Rys,57000,cgn_direct
Shellbrook,SASKATCHEWAN,53.22033,-106.38854,87,23,22,1911,1943,Saskatchewan Elevator Co Ltd,Canadian National Rys,79000,cgn_direct
Tisdale,SASKATCHEWAN,52.84905,-104.0491,87,26,21,1911,1943,Searle Grain Co Ltd,Canadian National Rys,45000,cgn_direct
Plum Coulee,MANITOBA,49.19111,-97.76056,87,18,21,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,45000,cgn_direct
Verwood,SASKATCHEWAN,49.51066,-105.62052,87,29,21,1913,1943,Spencer Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Alliance,ALBERTA,52.43444,-111.78528,87,15,18,1915,1943,United Grain Growers Ltd,Canadian National Rys,95000,cgn_direct
Hamiota,MANITOBA,50.18055,-100.59611,86,24,23,1911,1943,United Grain Growers Ltd,Canadian Pacific,41000,cgn_direct
Melfort,SASKATCHEWAN,52.85634,-104.60997,86,25,21,1911,1943,Searle Grain Co Ltd,Canadian Northern Ry Co,75000,cgn_direct
Manville,ALBERTA,53.34028,-111.17778,86,17,23,1911,1943,United Grain Growers Ltd,Canadian National Rys,117000,agent_high
Chaplin,SASKATCHEWAN,50.46086,-106.65718,86,20,21,1913,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Eastend,SASKATCHEWAN,49.5163,-108.81981,86,13,17,1916,1943,Pioneer Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Instow,SASKATCHEWAN,49.71669,-108.28403,86,14,20,1914,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,40000,cgn_direct
Regina,SASKATCHEWAN,50.45484,-104.60661,85,27,21,1911,1943,Western Canada Flour Mills Co Ltd,Canadian Pacific,70000,cgn_direct
Stalwart,SASKATCHEWAN,51.22995,-105.44172,85,20,22,1912,1943,State Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Coronation,ALBERTA,52.09472,-111.44778,85,12,22,1912,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,72000,cgn_direct
Pathlow,SASKATCHEWAN,52.71455,-104.80228,85,18,21,1913,1943,National Elevator Co Ltd,Canadian National Rys,50000,cgn_direct
Melita,MANITOBA,49.26806,-100.99583,84,15,21,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,62400,cgn_direct
Balcarres,SASKATCHEWAN,50.80496,-103.54425,84,20,19,1911,1941,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Brownlee,SASKATCHEWAN,50.73634,-106.02099,84,18,22,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,37000,cgn_direct
Elbow,SASKATCHEWAN,51.12163,-106.59765,84,21,22,1911,1943,Central Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Plenty,SASKATCHEWAN,51.78335,-108.64442,84,14,23,1911,1943,Saskatchewan Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Wynyard,SASKATCHEWAN,51.76883,-104.17933,84,16,23,1911,1943,National Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Calder,MANITOBA,51.15847,-101.7497,84,20,22,1912,1943,Northern Elevator Co Ltd,Canadian National Rys,55000,cgn_direct
Ensign,ALBERTA,50.475,-113.43167,84,19,20,1913,1943,Western Canada Flour Mills Co Ltd,Canadian Pacific,60000,cgn_direct
Foremost,ALBERTA,49.47639,-111.44694,84,15,21,1913,1943,United Grain Growers Ltd,Canadian Pacific,73000,cgn_direct
Morrin,ALBERTA,51.66028,-112.76722,84,14,21,1913,1943,United Grain Growers Ltd,Canadian National Rys,85000,cgn_direct
Lauder,MANITOBA,49.39056,-100.67694,83,12,23,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,50000,cgn_direct
Winkler,MANITOBA,49.18167,-97.94028,83,15,21,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,40000,cgn_direct
Perdue,SASKATCHEWAN,52.05411,-107.54485,83,15,23,1911,1943,North Star Grain Co Ltd,Canadian Pacific,42000,cgn_direct
Hughenden,ALBERTA,52.51056,-110.96722,83,16,23,1911,1943,National Elevator Co Ltd,Canadian Pacific,80000,cgn_direct
Kitscoty,ALBERTA,53.34194,-110.33333,83,20,22,1911,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,73000,cgn_direct
Primate,SASKATCHEWAN,52.26098,-109.81896,83,13,22,1912,1943,Reliance Grain Co Ltd,Canadian Pacific,32000,cgn_direct
Halkirk,ALBERTA,52.2825,-112.15361,83,13,22,1912,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,45000,cgn_direct
Avonlea,SASKATCHEWAN,50.01249,-105.05883,83,20,21,1912,1943,North Star Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Lewvan,SASKATCHEWAN,50.00003,-104.10055,83,23,21,1912,1943,Western Elevator Co Ltd,Canadian National Rys,40000,cgn_direct
Revenue,SASKATCHEWAN,52.22715,-108.8993,83,11,21,1913,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,32000,cgn_direct
Compeer,ALBERTA,51.85944,-110.01306,83,15,20,1914,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,50000,cgn_direct
Galahad,ALBERTA,52.51417,-111.93055,83,16,18,1916,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,70000,cgn_direct
Sexsmith,ALBERTA,55.35028,-118.78167,83,16,18,1916,1943,Alberta Pacific Grain Co Ltd,Canadian Northern Alberta Ry Co,81000,cgn_direct
Grand Coulee,SASKATCHEWAN,50.43225,-104.8176,82,12,18,1911,1941,John Nicks,Canadian Pacific,62000,cgn_direct
Grassy Lake,ALBERTA,49.82611,-111.69944,82,19,23,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,41000,cgn_direct
Medicine Hat,ALBERTA,50.04083,-110.67667,82,18,22,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,500000,cgn_direct
Raymond,ALBERTA,49.465,-112.66111,82,17,23,1911,1943,United Grain Growers Ltd,Canadian Pacific,85000,cgn_direct
Arran,MANITOBA,51.88447,-101.71862,82,15,23,1911,1943,Pioneer Grain Co Ltd,Canadian National Rys,50000,cgn_direct
Laura,SASKATCHEWAN,51.85004,-107.26731,82,20,23,1911,1943,Quaker Oats Co,Canadian National Rys,40000,cgn_direct
Marshall,SASKATCHEWAN,53.19281,-109.77825,82,15,22,1911,1943,British America Elevator Co Ltd,Canadian National Rys,50000,cgn_direct
Piapot,SASKATCHEWAN,49.98959,-109.12821,82,13,22,1912,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Consort,ALBERTA,52.00778,-110.77417,82,17,22,1912,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,69800,cgn_direct
Stornoway,SASKATCHEWAN,51.29387,-102.03353,82,21,20,1912,1943,United Grain Growers Ltd,Canadian National Rys,60000,cgn_direct
Portreeve,SASKATCHEWAN,50.82332,-109.01132,82,15,20,1913,1943,Federal Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Central Butte,SASKATCHEWAN,50.79759,-106.50652,82,17,20,1914,1943,Security Elevator Co Ltd,Canadian National Rys,32000,cgn_direct
Foxwarren,MANITOBA,50.51722,-101.15139,81,23,20,1911,1943,United Grain Growers Ltd,Canadian Pacific,60000,cgn_direct
Ernfold,SASKATCHEWAN,50.44837,-106.89262,81,16,22,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,40000,cgn_direct
Kronau,SASKATCHEWAN,50.30588,-104.29117,81,11,22,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,45000,cgn_direct
Neudorf,SASKATCHEWAN,50.70973,-103.01424,81,13,23,1911,1943,North Star Grain Co Ltd,Canadian Pacific,37000,cgn_direct
Elgin,MANITOBA,49.44389,-100.26917,81,15,21,1911,1943,N M Paterson & Co Ltd,Canadian Northern Ry Co,50000,cgn_direct
Bengough,SASKATCHEWAN,49.39636,-105.1283,81,20,21,1912,1943,Western Canada Flour Mills Co Ltd,Canadian National Rys,40000,cgn_direct
Lemsford,SASKATCHEWAN,50.85005,-109.1174,81,11,20,1913,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Forgan,SASKATCHEWAN,51.26826,-107.80141,81,17,21,1913,1943,State Elevator Co Ltd,Canadian National Rys,50000,cgn_direct
Plato,SASKATCHEWAN,51.16332,-108.44589,81,17,19,1915,1943,Mclaughlin Elevator Co Ltd,Canadian National Rys,41000,cgn_direct
Hussar,ALBERTA,51.04139,-112.68167,81,12,18,1915,1943,Independent Grain Co Ltd,Canadian Pacific,69000,cgn_direct
Shoal Lake,MANITOBA,50.43778,-100.59111,80,12,21,1911,1943,United Grain Growers Ltd,Canadian Pacific,90000,cgn_direct
Frobisher,SASKATCHEWAN,49.20981,-102.427,80,28,22,1911,1943,International Elevator Co Ltd,Canadian Pacific,45000,cgn_direct
Leslie,SASKATCHEWAN,51.691,-103.712,80,11,23,1911,1943,Pioneer Grain Co Ltd,Canadian Pacific,50000,wikipedia
Hardisty,ALBERTA,52.675,-111.30444,80,14,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,63000,cgn_direct
Macleod,ALBERTA,49.72306,-113.40417,80,18,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,190000,cgn_direct
Silverton,MANITOBA,50.76694,-101.15917,80,13,23,1911,1943,United Grain Growers Ltd,Canadian National Rys,37000,cgn_direct
Vanscoy,SASKATCHEWAN,52.00401,-106.97363,80,17,22,1911,1943,Quaker Oats Co,Canadian National Rys,50000,cgn_direct
Raymore,SASKATCHEWAN,51.40881,-104.52657,80,19,23,1911,1943,Security Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Holden,ALBERTA,53.23333,-112.23389,80,19,22,1911,1943,United Grain Growers Ltd,Canadian National Rys,66000,cgn_direct
Ogema,SASKATCHEWAN,49.57364,-104.91556,80,16,22,1912,1943,North Star Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Veteran,ALBERTA,52.00278,-111.12083,80,16,21,1912,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,66000,cgn_direct
Sibbald,ALBERTA,51.38833,-110.15028,80,20,22,1912,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,80000,cgn_direct
Richard,SASKATCHEWAN,52.69273,-107.70269,80,17,21,1913,1943,Reliance Grain Co Ltd,Canadian National Rys,52000,cgn_direct
Domremy,SASKATCHEWAN,52.78337,-105.73387,80,15,20,1914,1943,Security Elevator Co Ltd,Canadian National Rys,70000,cgn_direct
Bulwark,ALBERTA,52.24167,-111.58667,80,12,20,1914,1943,United Grain Growers Ltd,Canadian Pacific,73000,cgn_direct
Manitou,MANITOBA,49.24056,-98.53667,79,17,20,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,50000,cgn_direct
Bounty,SASKATCHEWAN,51.51671,-107.36732,79,12,23,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,50000,cgn_direct
Carievale,MANITOBA,49.17567,-101.62701,79,12,23,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Namaka,ALBERTA,50.95861,-113.2925,79,19,22,1911,1943,United Grain Growers Ltd,Canadian Pacific,65000,cgn_direct
Ardath,SASKATCHEWAN,51.61671,-107.23398,79,17,22,1911,1943,Reliance Grain Co Ltd,Canadian National Rys,40000,cgn_direct
Penzance,SASKATCHEWAN,51.06072,-105.44109,79,20,22,1912,1943,North Star Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Trochu,ALBERTA,51.82861,-113.22806,79,15,20,1912,1943,United Grain Growers Ltd,Canadian National Rys,73000,cgn_direct
Evesham,SASKATCHEWAN,52.39118,-109.84521,79,12,21,1913,1943,United Grain Growers Ltd,Canadian Pacific,30000,cgn_direct
Humboldt,SASKATCHEWAN,52.20192,-105.12298,79,15,20,1914,1943,British America Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Speers,SASKATCHEWAN,52.70733,-107.55818,79,15,21,1913,1943,British America Elevator Co Ltd,Canadian National Rys,55000,cgn_direct
Caron,SASKATCHEWAN,50.45884,-105.8712,78,19,23,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,50000,cgn_direct
Fleming,MANITOBA,50.07473,-101.5131,78,12,23,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,45000,cgn_direct
Grayson,SASKATCHEWAN,50.71933,-102.64538,78,17,23,1911,1943,Western Canada Flour Mills Co Ltd,Canadian Pacific,50000,cgn_direct
Macklin,SASKATCHEWAN,52.33623,-109.93888,78,12,23,1911,1943,United Grain Growers Ltd,Canadian Pacific,65000,cgn_direct
Welwyn,MANITOBA,50.32469,-101.51758,78,22,23,1911,1943,Welwyn Farmers Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Cadogan,ALBERTA,52.31917,-110.44861,78,19,22,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,52000,cgn_direct
Ponoka,ALBERTA,52.675,-113.58,78,19,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,77000,cgn_direct
Dunrea,MANITOBA,49.40583,-99.73083,78,12,22,1911,1943,United Grain Growers Ltd,Canadian National Rys,50000,cgn_direct
Somerset,MANITOBA,49.41222,-98.66056,78,13,23,1911,1943,United Grain Growers Ltd,Canadian National Rys,50000,cgn_direct
Sperling,MANITOBA,49.50806,-97.70472,78,12,23,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian National Rys,60000,cgn_direct
Glenavon,SASKATCHEWAN,50.19302,-103.13865,78,16,23,1911,1943,United Grain Growers Ltd,Canadian National Rys,37000,cgn_direct
Waseca,SASKATCHEWAN,53.09857,-109.46995,78,18,21,1911,1943,Canadian Elevator Co Ltd,Canadian National Rys,55000,cgn_direct
Unity,SASKATCHEWAN,52.44212,-109.15749,78,22,19,1911,1943,Maple Leaf Milling Co Ltd,Grand Trunk Pacific Ry Co,35000,cgn_direct
Stranraer,SASKATCHEWAN,51.70684,-108.48476,78,16,21,1912,1943,Saskatchewan Elevator Co Ltd,Canadian Pacific,70000,cgn_direct
Tramping Lake,SASKATCHEWAN,52.13612,-108.94922,78,16,20,1913,1943,Saskatchewan Elevator Co Ltd,Canadian Pacific,45000,cgn_direct
Altona,MANITOBA,49.10472,-97.55889,77,12,23,1911,1943,J Schwartz & Co,Canadian Pacific,48000,cgn_direct
Strathclair,MANITOBA,50.40472,-100.39667,77,15,21,1911,1943,United Grain Growers Ltd,Canadian Pacific,35000,cgn_direct
Carlyle,SASKATCHEWAN,49.63539,-102.26636,77,16,23,1911,1943,Northern Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Elstow,SASKATCHEWAN,51.98899,-106.0579,77,19,22,1911,1943,Maple Leaf Milling Co Ltd,Canadian Pacific,30000,cgn_direct
Bawlf,ALBERTA,52.91944,-112.46611,77,14,23,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,69000,cgn_direct
Beatty,SASKATCHEWAN,52.90003,-104.8043,77,18,23,1911,1943,National Elevator Co Ltd,Canadian National Rys,54000,cgn_direct
Waldheim,SASKATCHEWAN,52.62253,-106.65479,77,16,23,1911,1943,British America Elevator Co Ltd,Canadian National Rys,52000,cgn_direct
Zelma,SASKATCHEWAN,51.84159,-105.91011,77,16,22,1911,1943,Western Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Brock,SASKATCHEWAN,51.44155,-108.71687,77,22,21,1912,1943,British America Elevator Co Ltd,Canadian Northern Ry Co,30000,cgn_direct
Ruddell,SASKATCHEWAN,52.60527,-107.85787,77,19,22,1912,1943,British America Elevator Co Ltd,Canadian National Rys,45000,cgn_direct
Cereal,ALBERTA,51.41833,-110.80028,77,17,21,1912,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,95000,cgn_direct
Estuary,SASKATCHEWAN,50.93539,-109.8183,77,19,19,1915,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,60000,cgn_direct
Estlin,SASKATCHEWAN,50.25137,-104.52842,77,12,21,1913,1943,Pioneer Grain Co Ltd,Canadian National Rys,70000,cgn_direct
Riceton,SASKATCHEWAN,50.10946,-104.31911,77,16,19,1915,1943,Pioneer Grain Co Ltd,Canadian National Rys,60000,cgn_direct
Goodlands,MANITOBA,49.09444,-100.60389,76,15,23,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,50000,cgn_direct
Antler,MANITOBA,49.56605,-101.45752,76,26,22,1911,1943,Western Canada Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Earl Grey,SASKATCHEWAN,50.93552,-104.71121,76,13,18,1911,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,45000,cgn_direct
Elfros,SASKATCHEWAN,51.74326,-103.86073,76,14,22,1911,1943,National Elevator Co Ltd,Canadian Pacific,45000,cgn_direct
McTaggart,SASKATCHEWAN,49.7309,-104.01183,76,21,22,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,35000,cgn_direct
Outlook,SASKATCHEWAN,51.48902,-107.05266,76,18,23,1911,1943,Outlook Saskatchewan Flour Mills Co Ltd,Canadian Pacific,40000,cgn_direct
Redvers,MANITOBA,49.57042,-101.70235,76,23,23,1911,1943,Western Canada Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Theodore,SASKATCHEWAN,51.42466,-102.92256,76,20,20,1911,1943,N Bawlf Grain Co Ltd,Canadian Pacific,55000,cgn_direct
