station,province,lat,lon,coord_source,1911_n,1911_cap,1912_n,1912_cap,1913_n,1913_cap,1914_n,1914_cap,1915_n,1915_cap,1916_n,1916_cap,1917_n,1917_cap,1918_n,1918_cap,1919_n,1919_cap,1920_n,1920_cap,1921_n,1921_cap,1923_n,1923_cap,1924_n,1924_cap,1925_n,1925_cap,1926_n,1926_cap,1927_n,1927_cap,1928_n,1928_cap,1929_n,1929_cap,1930_n,1930_cap,1939_n,1939_cap,1940_n,1940_cap,1941_n,1941_cap,1943_n,1943_cap
Millwood,MANITOBA,50.69583,-101.40778,cgn_direct,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,,,,,1,30000,1,30000,1,25000,1,25000,1,25000,1,25000,2,50000,1,25000
Milo,ALBERTA,50.57,-112.88194,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,4,142000,4,142000,4,142000,7,252000,7,277000,7,296000,6,240000,6,275800,12,486000,6,243000
Minaret,ALBERTA,51.73556,-114.14194,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,,,1,30000,1,30000,1,35000,1,35000,2,60000,1,30000
Minburn,ALBERTA,53.31556,-111.36417,cgn_direct,,,,,1,35000,1,35000,1,35000,1,35000,3,92000,3,92000,3,92000,3,92000,3,92000,3,92000,3,92000,3,92000,3,92000,3,95000,3,92000,3,92000,3,92000,3,110000,3,113600,6,220000,3,110000
Miniota,MANITOBA,50.14333,-101.03306,cgn_direct,4,99300,4,99000,4,110000,4,110000,4,110000,4,95000,,,4,95000,3,75000,3,75000,3,75000,3,75000,3,75000,,,,,2,55000,,,,,2,45000,2,42000,2,42000,4,84000,2,42000
Miniota..... (also C.N.R.),MANITOBA,50.14333,-101.03306,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55000,2,45000,,,,,,,,,,
Minitonas,MANITOBA,52.08611,-101.03917,cgn_direct,,,1,25000,1,25000,1,25000,1,25000,1,30000,1,16000,1,16000,1,35000,2,70000,2,70000,2,65000,2,65000,2,65000,2,65000,2,65000,2,60000,1,,2,60000,2,67000,2,52000,4,104000,2,52000
Minmar,MANITOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,26000,1,26000,1,26000,2,64000,1,
Minnedosa,MANITOBA,50.24528,-99.84278,cgn_direct,5,118000,4,100000,4,105000,4,105000,4,110000,4,115000,4,116000,,,4,117000,3,87000,3,87000,2,70000,2,70000,,,,,2,70000,2,70000,3,105000,3,105000,3,111000,3,111000,6,222000,3,111000
Minota,MANITOBA,50.14333,-101.03306,agent_high,,,,,,,,,,,,,4,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mintlaw,ALBERTA,52.22167,-113.91444,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14000,1,10000,1,12000,1,12000,1,13000,1,13000,2,26000,1,13000
Minto,MANITOBA,49.4075,-100.02111,cgn_direct,4,122000,4,122000,2,62000,4,130000,4,130000,3,60000,4,115000,4,115000,3,85000,3,85000,3,85000,2,60000,2,60000,2,60000,2,60000,1,30000,,,1,25000,2,53000,3,95000,3,95000,6,204000,3,102000
Minto..... (also C.N.R.),MANITOBA,49.4075,-100.02111,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,
Minto..... (also G.N.R.),MANITOBA,49.4075,-100.02111,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70000,1,,,,,,,,,,,
Minton,SASKATCHEWAN,49.1652,-104.58318,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75000,2,73000,2,73000,4,146000,2,73000
Mintonas,MANITOBA,52.08611,-101.03917,agent_high,1,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirror,ALBERTA,52.46667,-113.10389,cgn_direct,,,1,30000,1,30000,1,30000,1,30000,1,30000,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,65000,1,35000,1,34000,1,34000,2,68000,1,34000
"Mirror,",MANITOBA,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mission,BRITISH COLUMBIA,49.13333,-122.3,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,,1,
Mistatim,SASKATCHEWAN,52.87188,-103.36553,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,2,60000,1,30000
Mitchellton,SASKATCHEWAN,49.93336,-105.70057,cgn_direct,,,,,,,,,,,1,,,,3,92000,3,92500,1,,3,92500,3,85500,3,85500,1,,3,85500,3,85000,3,82000,3,83000,3,81000,3,79000,3,79000,6,158000,1,
Mitchelton,SASKATCHEWAN,49.93336,-105.70057,agent_high,,,,,1,30000,2,55000,2,55000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molin,MANITOBA,50.18056,-100.18611,agent_high,,,,,,,,,,,,,,,,,,,1,,2,52000,,,,,,,,,,,,,,,,,,,,,,,,
Moline,MANITOBA,50.18056,-100.18611,cgn_direct,1,30000,1,30000,2,55000,2,55000,2,60000,1,,1,22000,2,52000,1,,,,,,2,52000,2,52000,2,52000,2,52000,2,52000,3,82000,1,,3,87000,2,57000,2,57000,4,114000,2,57000
Mollard,MANITOBA,51.95306,-99.55889,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,2,60000,1,30000
Monarch,ALBERTA,49.80444,-113.10778,cgn_direct,3,90000,3,90000,3,90000,1,,3,90000,3,85000,3,85000,3,85000,3,85000,3,85000,3,85000,3,85000,3,85000,3,85000,3,85000,3,85000,4,120000,4,130000,4,125000,3,94000,3,94000,6,188000,3,94000
Mondou,SASKATCHEWAN,51.06671,-108.11736,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,1,35000,1,35000,1,35000,1,35000,2,70000,2,70000,2,65000,2,65000,4,136000,2,68000
Monitor,ALBERTA,51.97833,-110.56944,cgn_direct,,,,,1,30000,1,,3,85000,4,115000,5,150000,5,150000,5,150000,5,150000,5,150000,5,150000,5,150000,5,150000,5,150000,5,150000,6,185000,6,181000,6,174000,5,141000,5,139000,10,253000,5,87000
Monitor,SASKATCHEWAN,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mont Nebo,SASKATCHEWAN,53.28338,-106.85057,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,2,70000,2,65000,2,65000,4,130000,1,
Montmartre,SASKATCHEWAN,50.22013,-103.45084,cgn_direct,3,80000,3,80000,3,85000,3,85000,3,80000,1,,,,4,105000,4,105000,1,,4,110000,4,110000,4,110000,1,,4,110000,4,110000,4,107000,4,105000,4,99000,4,100000,4,80000,8,200000,1,
Montreal,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15162000,5,15787000,,,,,,,,
Montreal,QUEBEC,45.50882,-73.55408,cgn_direct,3,2500000,5,5620900,6,5000000,2,,2,5000000,2,6600000,2,6600000,2,6600000,2,6600000,2,6600000,2,6600000,2,6600000,4,12160000,4,12160000,,,4,12160000,,,,,,,6,16537000,5,15912000,10,31824000,5,15912000
Montreal.....*,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12160000,,,,,,,,,,,,
Montreal.....✓,QUEBEC,45.50882,-73.55408,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12160000,,,,,,,,,,,,,,,,
Moore Park,MANITOBA,50.06639,-99.77944,cgn_direct,1,30000,1,30000,1,30000,1,30000,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55500,2,55500,4,111000,2,55500
Moorepark,MANITOBA,50.06639,-99.77944,cgn_direct,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,,,,,1,30000,1,30000,2,60000,2,55000,,,,,,,,
Mooreparke,MANITOBA,50.06639,-99.77944,agent_high,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moorspark,MANITOBA,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moose Jaw,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,1,3500000,,,,,,,,,,,,,,,,,,,,,,,,
Moose Jaw,SASKATCHEWAN,50.39342,-105.55195,cgn_direct,4,118000,5,368000,4,340000,3,315000,3,315000,3,360000,,,3,90000,3,90000,3,445000,2,410000,5,560000,4,1059500,2,907000,4,3725000,5,4595000,2,4370000,5,5435000,4,5662000,1,32000,1,32000,4,64000,1,32000
"Moose Jaw..... (See pages 64, 119 and 120)",SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5500000,,,,,,
"Moose Jaw..... (See pages 64, 119 and 121)",SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100000,,,,,,
"Moose Jaw..... (See pages 64, 120 and 121)",SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1710000,,,,,,
Moose Jaw..... (See pages 66 and 120),SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5500000
Moose Jaw..... (See pages 66 and 121),SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1710000
Moose Jaw..... (See pages 68 and 123),SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11000000,,
Moose Jaw..... (See pages 68 and 124),SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3420000,,
"Moose Jaw..... (See pages 68, 123 and 124)",SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5500000,,,,
"Moose Jaw..... (See pages 68, 123 and 125)",SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100000,,,,
"Moose Jaw..... (See pages 68, 124 and 125)",SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1710000,,,,
Moose Jaw..... (also C.N.R.),SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Moose Range,SASKATCHEWAN,53.20007,-107.71729,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,105000,2,105000,4,210000,1,
Moosehorn,MANITOBA,51.29139,-98.42278,cgn_direct,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,50000,1,25000
Moosejaw,BRITISH COLUMBIA,,,,,,,,,,,,,,,,,,1,3500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moosejaw,ONTARIO,,,,,,,,,,,,,,,,,,,,1,3500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moosejaw,SASKATCHEWAN,50.39342,-105.55195,cgn_direct,,,,,,,,,,,,,3,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moosomin,MANITOBA,50.14476,-101.671,cgn_direct,5,168000,5,168000,5,168000,5,168000,5,168000,5,168000,5,170000,5,177500,4,122500,4,127500,4,127500,4,122500,4,127500,1,,4,125000,4,125000,1,,4,130000,4,130000,4,124000,4,124000,8,268000,4,134000
Morden,MANITOBA,49.19194,-98.10056,cgn_direct,4,137000,3,93000,2,70000,3,95000,3,95000,3,95000,3,132000,,,3,135000,4,115000,4,115000,4,115000,4,150000,1,40000,1,40000,3,110000,,,1,35000,2,60000,4,121000,4,121000,8,312000,4,163000
Morden..... (also C.P.R.),MANITOBA,49.19194,-98.10056,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40000,,,,,,,,,,,,
Morden..... (also G.N.R.),MANITOBA,49.19194,-98.10056,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,121000,4,116000,,,,,,,,,,
Morecambe,ALBERTA,53.66444,-111.47,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65000,2,65000,2,65000,2,60000,2,60000,4,120000,2,60000
Moreland,SASKATCHEWAN,49.72768,-104.60231,cgn_direct,,,,,,,2,60000,2,60000,1,,2,70000,2,70000,2,70000,1,,2,70000,1,40000,1,40000,1,40000,1,40000,1,30000,1,30000,1,30000,1,30000,1,22000,1,22000,2,44000,1,22000
Morinville,ALBERTA,53.80278,-113.64389,cgn_direct,1,40000,1,40000,1,40000,1,40000,1,40000,,,,,,,,,,,3,135000,3,170000,4,200000,4,200000,5,240000,5,240000,1,30000,2,70000,1,30000,1,30000,3,93000,2,65000,2,65000
Morinville..... (See page 160),ALBERTA,53.80278,-113.64389,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Morinville..... (See page 165),ALBERTA,53.80278,-113.64389,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75000,,,,,,
Morinville..... (See page 169),ALBERTA,53.80278,-113.64389,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75000,,
Morinville..... (also E. D. & B.C.),ALBERTA,53.80278,-113.64389,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,135000,,,,,,,,,,,,
Morinville..... (also Northern Alberta),ALBERTA,53.80278,-113.64389,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,115000,,,,,,,,
Morningside,ALBERTA,52.57778,-113.63389,cgn_direct,1,20000,1,10000,1,10000,1,10000,1,10000,1,10000,,,1,10000,1,30000,1,10000,1,10000,1,25000,1,25000,1,25000,1,25000,1,25000,2,60000,2,60000,2,60000,2,59000,2,59000,4,118000,2,59000
Morrin,ALBERTA,51.66028,-112.76722,cgn_direct,,,,,1,30000,1,30000,2,75000,2,75000,2,75000,3,105000,3,105000,4,180000,4,180000,4,220000,4,220000,4,220000,4,220000,5,256000,5,240000,5,284500,5,280000,5,266000,5,271000,10,482000,5,268000
Morrinville,ALBERTA,53.80278,-113.64389,agent_high,,,,,,,,,,,1,30000,3,135000,3,140000,3,155000,3,185000,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris,MANITOBA,49.355,-97.365,cgn_direct,4,110000,3,95000,4,105000,4,105000,3,95000,3,95000,4,124000,1,28000,4,120000,3,94000,3,94000,2,74000,2,74000,1,30000,1,30000,2,70000,,,,,2,68000,2,70000,2,80000,5,100000,3,80000
Morris..... (also C.P.R. & G.N.R.),MANITOBA,49.355,-97.365,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70000,,,,,,,,,,,,
Morris..... (also C.P.R. and G.N.R.),MANITOBA,49.355,-97.365,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Morse,SASKATCHEWAN,50.41504,-107.03874,cgn_direct,3,75000,2,53000,6,148000,6,148000,6,170000,7,196000,7,193000,7,194500,7,194500,7,194500,7,194500,2,58500,7,194500,1,,8,209500,7,184500,1,,6,170500,6,161000,6,151000,6,151000,12,306000,6,153000
Mortlach,SASKATCHEWAN,50.45562,-106.06812,cgn_direct,,,2,55000,4,140000,4,140000,4,140000,2,50000,5,140000,5,173000,5,173000,5,176000,2,60000,5,176000,5,176000,1,,5,171000,5,171000,1,,5,148000,5,143000,4,120000,4,120000,8,250000,4,125000
Moscley,SASKATCHEWAN,52.29651,-105.04056,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,127000,,,,,,,,,,
Moseley,SASKATCHEWAN,52.29651,-105.04056,cgn_direct,,,,,,,,,,,,,,,,,,,1,35000,2,65000,3,95000,3,95000,1,,3,95000,4,125000,4,132000,,,4,115000,4,117000,4,117000,8,226000,4,113000
Mossbank,SASKATCHEWAN,49.93963,-105.96317,cgn_direct,,,,,,,1,30000,3,90000,3,90000,4,130000,4,125000,4,125000,4,115000,4,115000,4,115000,4,115000,2,30000,4,121000,4,126000,1,30000,1,30000,1,30000,1,30000,4,112000,1,30000,1,30000
Mossbank..... (See page 104),SASKATCHEWAN,49.93963,-105.96317,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,106000,,,,,,
Mossbank..... (See page 108),SASKATCHEWAN,49.93963,-105.96317,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,244000,,
Mossbank..... (See page 68),SASKATCHEWAN,49.93963,-105.96317,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75000,,,,
Mossbank..... (See page 69),SASKATCHEWAN,49.93963,-105.96317,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75000,,
Mossbank..... (also C.N.R.),SASKATCHEWAN,49.93963,-105.96317,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,120000,5,157000,5,161000,,,,,,,,
Mosshank,SASKATCHEWAN,49.93963,-105.96317,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000
Mossleigh,ALBERTA,50.72028,-113.32444,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,210000,4,205000,4,205000,8,410000,4,205000
Mott Siding,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,,,,,,,,
Mountainside,MANITOBA,49.14222,-100.28806,cgn_direct,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,28000,1,28000,2,56000,1,28000
Mowbray,MANITOBA,49.00139,-98.48639,cgn_direct,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,55000,,,2,50000,2,50000,2,50000,2,50000,2,50000,,,,,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,2,50000,1,25000
Mozart,SASKATCHEWAN,51.77592,-103.99423,cgn_direct,2,55000,2,55000,2,55000,2,55000,2,60000,2,60000,2,60000,2,56000,2,56000,2,56000,2,56000,4,116000,4,116000,1,,4,118000,4,116000,4,120000,4,120000,4,112000,3,82000,3,82000,6,162000,3,81000
Muenster,SASKATCHEWAN,52.19118,-104.9938,cgn_direct,2,32500,3,63000,3,63000,3,67000,3,67000,1,,4,95000,4,95000,4,95000,1,,4,95000,3,85000,3,85000,1,,3,95000,3,90000,3,80000,,,3,90000,3,81000,3,81000,6,162000,3,81000
Mullingar,SASKATCHEWAN,53.08351,-107.66186,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,67000,2,67000,4,134000,2,67000
Mullinger,SASKATCHEWAN,53.08351,-107.66186,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,2,65000,2,63000,,,,,,,,
Mulvihill,MANITOBA,50.96667,-98.17972,cgn_direct,,,,,,,,,,,,,1,6000,1,5000,1,5000,1,5000,1,5000,1,5000,1,5000,1,5000,1,5000,1,5000,1,5000,1,5000,1,5000,,,,,,,,
Mundare,ALBERTA,53.59389,-112.34167,cgn_direct,3,85000,3,85000,3,85000,3,90000,3,90000,4,120000,4,169000,6,286000,5,281000,5,311000,5,321000,6,351000,6,351000,6,376000,6,369000,6,374000,8,399000,8,337000,8,313700,8,329000,8,354000,16,708000,8,354000
Munson,ALBERTA,51.56333,-112.73833,cgn_direct,,,1,30000,2,60000,2,65000,2,60000,2,60000,3,95000,3,110000,3,110000,3,110000,3,110000,3,110000,3,110000,3,140000,3,115000,4,155000,4,155000,4,195000,4,199000,3,140000,3,140000,6,304000,3,152000
Munson Junction,ALBERTA,51.56333,-112.73833,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41000,1,81000,2,162000,1,81000
Muriel,ALBERTA,53.90528,-110.81972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40000,1,40000,2,80000,1,40000
Muscow,SASKATCHEWAN,50.7437,-103.91865,cgn_direct,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,35000,2,70000,2,70000,2,70000,2,68000,2,68000,4,136000,2,68000
Musidora,ALBERTA,53.68972,-111.58417,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,2,65000,2,65000,2,65000,4,130000,2,65000
Myrnam,ALBERTA,53.66167,-111.23028,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60000,4,122000,4,122000,5,155000,5,148000,5,150000,10,296000,,
Myrnham,ALBERTA,53.66167,-111.23028,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,148000
Myrtle,MANITOBA,49.35333,-97.83667,cgn_direct,3,72000,2,63000,2,53000,2,50000,2,50000,1,,2,54000,2,57000,1,,1,,2,57000,2,57000,2,57000,2,57000,2,57000,2,57000,2,57000,1,,2,61000,1,56000,1,56000,2,112000,1,56000
Mörtlach,SASKATCHEWAN,50.45562,-106.06812,cgn_direct,3,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nacmine,ALBERTA,51.46944,-112.7875,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,30000,1,
Naco,ALBERTA,51.7,-110.80778,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40000,1,40000,2,70000,2,70000,2,70000,1,37000,1,37000,2,74000,1,37000
Naicam,SASKATCHEWAN,52.41949,-104.49659,cgn_direct,,,,,,,,,,,,,,,,,,,,,3,95000,5,155000,5,155000,1,,5,151000,5,151000,5,151000,5,151000,5,149000,5,140000,5,179000,10,358000,5,179000
Nainao Siding,ALBERTA,,,,,,,,,,,,,,,,1,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naisberry,SASKATCHEWAN,52.86705,-104.47359,cgn_direct,1,25000,2,55000,2,55000,2,55000,2,55000,1,,2,60000,,,3,142000,1,,3,142000,3,142000,3,142000,1,,3,142000,3,125000,3,125000,3,125000,3,123000,2,95000,2,95000,4,190000,2,95000
Naisherry,SASKATCHEWAN,52.86705,-104.47359,agent_high,,,,,,,,,,,,,,,3,137000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namaka,ALBERTA,50.95861,-113.2925,cgn_direct,3,115000,3,115000,3,115000,1,,2,55000,1,,,,3,90000,3,90000,4,155000,4,120000,4,120000,4,120000,4,120000,4,150000,4,150000,4,150000,4,147500,4,147000,4,142000,4,130000,8,260000,4,100000
Namaku,ALBERTA,50.95861,-113.2925,agent_medium,,,,,,,,,,,,,3,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nampa,ALBERTA,56.03722,-117.13306,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,67000,2,64000,2,62000,2,62000,2,60000,2,60000,4,120000,2,60000
Nanton,ALBERTA,50.34694,-113.77333,cgn_direct,5,195000,5,190000,5,205000,1,,5,220000,1,,6,265000,6,260000,6,280000,6,260000,6,260000,6,260000,6,260000,6,280000,6,275000,7,315000,7,315000,8,367000,7,378000,7,425000,7,425000,14,874000,7,402000
Napinka,MANITOBA,49.3225,-100.84111,cgn_direct,5,129500,5,131000,4,124000,5,174000,4,127000,4,130000,3,106000,,,3,106000,3,106000,3,106000,3,91000,3,91000,3,91000,3,91000,3,91000,3,91000,3,105000,3,105000,2,73000,2,73000,4,146000,2,73000
Naples,MANITOBA,49.80139,-100.94611,agent_medium,2,90000,2,90000,2,90000,2,85000,1,50000,1,50000,1,50000,,,1,50000,1,50000,1,50000,1,50000,1,50000,1,50000,1,45000,1,45000,1,45000,1,45000,1,45000,,,,,,,,
Naseby,SASKATCHEWAN,52.16413,-108.2049,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,1,35000,1,35000,2,70000,1,35000
Nashlyn,SASKATCHEWAN,49.2038,-109.51365,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,1,35000,1,35000,2,70000,1,35000
Navarre,ALBERTA,52.89833,-113.40972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27000,1,27000,1,27000,,,1,27000,1,25500,1,30000,2,52000,1,26000
Nbrmanton,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,
Neclin,MANITOBA,49.22944,-99.34778,agent_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25000,,,,,,,,,,,,,,,,,,
Neelby,SASKATCHEWAN,50.09072,-102.6703,cgn_direct,,,,,,,1,30000,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,60000,2,60000,1,,2,60000,2,60000,2,60000,2,65000,2,60000,2,53000,2,53000,4,110000,2,55000
Neelin,MANITOBA,49.22944,-99.34778,cgn_direct,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,,,1,25000,1,25000,2,57000,1,,2,57000,2,55000,2,55000,4,110000,2,55000
Neely,SASKATCHEWAN,51.9328,-105.75885,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,1,35000,1,35000,1,30000,1,30000,1,30000,1,25000,1,25000,1,28000,2,56000,1,28000
Neepawa,MANITOBA,50.22889,-99.46556,cgn_direct,3,148000,3,126000,2,81000,2,80000,2,95000,2,105000,3,143000,,,3,133000,3,133000,3,141000,3,141000,2,96000,2,96000,2,96000,2,96000,,,,,2,96000,2,60000,3,60000,4,120000,3,60000
Neepawa..... (also C.N.R.),MANITOBA,50.22889,-99.46556,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,90000,,,,,,,,,,
Neidpath,ALBERTA,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,,,,,,,,,,,,,,,,,,,,,,
Neidpath,SASKATCHEWAN,50.22431,-107.24658,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,4,125000,4,125000,4,125000,4,125000,4,125000,4,125000,4,125000,4,121000,4,121000,8,242000,4,121000
